MB_IPB_VehLongAccel,MB_IPB_VehLateralAccel,MB_IPB_YAWRate,Monr_AI_f32_SteerAgFA_rad,Monr_AI_f32_RoadSteerAgRA_rad,Monr_AI_f32_VehSpdLgtEstim_mps,Monr_AI_b_ABSActv_flg,Monr_AI_b_TCSActv_flg,Monr_AI_b_VDCActv_flg,VelForward
-1.2012,3.7350,0.0244,-0.4663,-0.0760,11.0545,0,0,0,7.9891
3.5890,0.9536,0.4104,-0.1848,-0.0569,30.8167,0,0,0,32.3998
-2.6812,-2.3853,0.3776,-0.5342,-0.1369,42.2570,0,0,0,26.3536
-0.4468,2.4585,0.5459,-0.1818,-0.0480,21.2601,0,0,0,13.8284
-2.6104,-3.3532,-0.1759,-0.1601,0.0188,5.4063,0,0,0,-5.4665
1.5323,1.2467,-0.2311,-0.6697,-0.3243,7.0952,0,0,0,9.2607
-0.1503,3.6585,-0.0981,-0.6260,-0.2850,10.0907,0,0,0,9.2741
-0.6926,-0.3663,-0.0415,0.4232,0.2216,41.6585,0,0,0,37.1830
-1.0993,2.5617,-0.3036,0.5294,0.0872,31.9381,0,0,0,19.5467
-1.0701,3.5822,0.5337,0.6140,0.1310,8.7372,0,0,0,-5.9255
-0.5754,-2.1036,-0.4294,-0.5649,-0.2273,12.3441,0,0,0,1.9157
-1.5528,1.7855,-0.4110,0.2475,0.1234,27.3015,0,0,1,15.4705
1.4386,1.8486,-0.4175,-0.3264,-0.0472,19.5103,0,0,0,17.8788
-0.8855,0.3823,-0.3432,0.0063,-0.0191,6.3101,0,0,0,2.2317
0.6295,3.9576,0.3346,-0.3721,-0.1670,25.9953,0,0,0,22.2122
-0.2839,-3.0195,-0.2914,0.3546,0.0453,28.3813,0,0,0,23.8515
1.7866,1.3082,0.3402,-0.1603,0.0006,30.0400,0,0,0,28.1153
3.3619,0.4787,-0.5834,-0.3818,-0.0450,29.2968,0,0,0,29.0685
1.1411,-2.0679,-0.2732,-0.3807,-0.1571,11.8213,0,0,0,7.5710
3.6463,2.4217,0.4672,0.0787,-0.0460,37.4888,0,0,0,35.3803
-2.6966,-2.9018,0.5814,0.1469,0.0684,36.4708,0,1,0,21.8882
1.6415,-2.6628,0.5097,0.6697,0.2101,21.8071,0,0,1,20.1763
-0.4217,-3.6127,-0.2948,0.0075,0.0426,9.0326,0,0,1,-0.0853
-0.0029,0.4709,-0.0393,-0.2894,-0.1534,22.2635,0,0,0,20.1348
-2.5046,-1.9141,0.1809,0.6050,0.1348,34.7281,0,0,0,27.3342
0.2465,1.2465,-0.1335,0.4852,0.1276,42.8072,0,0,0,36.1687
-1.8965,1.2091,0.5219,0.3104,0.0163,8.9602,0,0,0,0.1462
-1.7028,1.7902,0.4947,-0.0673,-0.0169,9.0886,0,0,0,1.3169
-1.4029,2.0765,-0.2642,-0.1331,-0.0217,34.3494,0,0,1,24.1617
0.9997,2.2225,0.3151,-0.4697,-0.1854,20.9462,0,0,0,18.4573
-2.4231,-2.0283,-0.3935,-0.3449,-0.1198,33.1207,0,0,0,19.3285
1.1808,0.4858,-0.4934,0.6819,0.1888,20.1271,0,0,1,14.6778
3.5386,-3.3662,0.1527,-0.0080,-0.0322,20.4852,0,0,1,18.6145
2.4725,-0.2508,-0.0860,-0.1686,0.0081,42.3047,0,1,0,41.9927
-2.7987,-2.1335,-0.2311,0.4520,0.1877,5.4047,0,0,0,-0.6891
-2.6617,2.3662,0.3981,0.1790,-0.0220,5.1213,0,0,0,-6.7321
2.4516,3.9671,0.4559,-0.4205,-0.1673,9.8873,0,0,0,10.0438
2.6743,-1.2394,0.1558,-0.4021,-0.1933,31.6297,0,0,0,30.1661
2.0295,-2.5142,0.4005,-0.6161,-0.3026,42.4682,0,0,0,34.3687
-0.4628,3.2774,-0.4495,0.4241,0.0696,6.2491,0,0,0,-4.6923
3.1479,3.8385,0.1486,0.2032,0.0084,31.7236,0,0,0,27.6681
-1.3803,2.5192,0.3969,0.0822,0.0045,27.5370,0,0,0,17.0615
0.4422,-1.3448,-0.1125,-0.2527,-0.0072,39.2354,0,0,1,32.1498
-0.5681,1.3122,-0.1427,-0.2404,-0.0914,33.0698,0,0,0,27.6381
2.7406,-3.8570,-0.1082,0.5978,0.2294,25.8074,1,0,0,27.7381
3.0952,0.2667,0.5682,-0.6864,-0.3349,25.7623,0,0,0,25.6663
0.3849,-1.2880,0.0143,-0.4392,-0.2480,26.5595,0,0,1,21.1917
-2.7819,3.7878,0.5358,0.3811,0.1521,23.0068,0,0,0,5.0869
2.7543,1.2242,-0.1167,0.1323,0.0130,35.9350,0,0,0,36.2501
-1.8440,-1.9390,-0.0601,0.1234,0.1189,23.2812,0,0,0,15.4337
-2.2039,0.6114,-0.0338,0.3978,0.1355,39.0962,0,0,0,30.6271
1.3701,-3.2457,0.1027,-0.1681,-0.0662,36.5603,0,0,0,30.1487
3.1377,-3.5003,-0.3587,-0.4517,-0.1631,34.3942,0,0,0,26.8736
3.7752,1.5885,0.0968,0.2594,0.0398,14.3332,0,0,1,15.2626
-1.4094,-0.0855,0.5463,0.3476,0.0803,7.6923,0,1,0,-0.5834
0.8137,0.7089,-0.1550,0.2578,0.0216,6.9480,0,0,0,6.0407
-0.3840,-2.1721,-0.2310,-0.2748,-0.0791,40.1782,0,0,0,30.6135
1.5452,-1.4585,0.3651,-0.1171,0.0565,19.7250,0,0,0,16.5701
-2.2897,-0.3717,-0.3197,0.4841,0.1829,19.4121,0,0,0,11.3528
3.0920,3.0943,-0.2288,-0.1327,-0.1339,42.9520,0,0,0,41.0786
0.9009,2.1742,0.5223,0.5698,0.1791,13.6305,0,0,0,6.0941
3.6081,3.3802,-0.1077,0.5672,0.2198,39.9669,0,0,0,33.8274
1.1858,0.9361,-0.1540,0.6174,0.1856,33.9763,1,0,0,29.2333
-1.5601,-0.3538,-0.2523,0.0235,0.0776,17.5286,0,0,0,11.1797
1.1645,-1.0131,-0.3605,0.3633,0.0771,41.0148,0,0,0,36.8638
-2.9730,1.7605,0.4984,0.6400,0.2779,40.7298,0,0,0,24.7065
-1.4685,-0.9179,0.1208,0.2919,0.1149,23.5530,0,0,1,16.2771
-0.1870,1.3458,-0.5824,-0.1461,-0.0289,13.5350,0,0,0,7.4522
-0.9982,0.8330,0.1204,-0.4041,-0.0445,23.4540,0,0,0,19.6008
3.5070,0.1927,0.3206,0.4354,0.0767,12.9676,0,0,0,16.3244
-0.7952,0.6650,-0.1850,0.0309,0.0589,17.7540,0,0,0,13.0833
0.6600,2.3040,-0.2363,-0.4764,-0.1967,28.3573,0,0,0,25.2832
3.6347,-1.5984,-0.4247,-0.4875,-0.2012,38.3555,0,0,0,35.4956
0.1631,3.4105,-0.1007,0.6014,0.1274,31.7078,0,1,0,19.3246
2.4614,-3.8347,0.5837,-0.4166,-0.1691,10.3799,0,0,0,2.4371
-0.0270,-0.9326,0.3206,-0.5344,-0.1243,5.5612,0,0,0,1.5028
0.0420,0.0143,-0.3050,0.6227,0.1365,27.6684,0,0,1,22.5992
-0.5053,1.6537,0.5023,-0.5950,-0.2487,40.2318,0,0,0,33.1615
1.5975,-1.6511,0.2914,0.3736,0.2261,7.6011,0,0,1,5.7965
-1.1392,-3.4860,0.4840,0.1511,-0.0042,15.5796,0,1,1,4.8679
2.3875,2.7798,0.0390,0.4389,0.0838,32.2842,0,0,0,28.3975
1.9072,-0.0532,-0.0889,0.6571,0.1712,10.3564,0,0,0,11.6919
0.0615,-3.4068,-0.2907,-0.6931,-0.2663,16.1012,0,0,0,2.9960
-1.9337,-1.8234,0.4010,0.6734,0.2229,35.7539,0,0,0,27.5617
1.2250,-0.2637,-0.0274,-0.3791,-0.1589,34.3542,0,0,0,32.4337
0.6359,-1.6335,-0.5118,-0.5811,-0.2334,31.4285,0,0,0,23.4868
3.4025,-2.7656,0.3978,0.4220,0.1946,21.2999,0,0,0,22.9274
-0.3413,2.6377,0.4354,0.2934,0.0869,41.8719,0,1,0,29.6112
1.5765,2.9548,0.4904,0.4021,0.1407,37.5478,0,0,0,28.7223
-1.4630,-2.1310,-0.0033,0.3607,0.0951,22.0723,0,0,0,17.8579
-2.2068,-2.4525,-0.1192,-0.6927,-0.2037,31.2086,0,0,0,17.0567
-2.3107,0.4897,0.4698,0.4523,0.0992,6.7211,0,1,0,-2.3607
-1.3875,3.2796,0.3765,0.4101,0.0790,10.5551,0,0,0,-1.1265
-0.6566,3.3707,0.0403,0.2743,0.0952,22.4928,0,0,1,12.5385
-0.0353,2.6774,-0.4977,-0.3476,-0.0933,30.0174,0,0,0,23.5324
-1.5747,0.7301,-0.1512,0.1640,0.0993,12.7277,0,0,0,6.9533
-0.4995,-1.3772,0.5980,0.2692,0.0032,11.7309,1,0,0,4.4712
1.0360,-1.2620,0.5408,-0.0118,-0.0133,20.0359,0,0,0,15.6593
2.6287,1.2664,0.0627,-0.6063,-0.1586,33.2536,0,0,0,35.0664
-2.4357,2.8882,-0.5096,0.0647,0.0132,8.6356,0,0,0,-3.1790
1.4153,-2.8279,-0.1838,0.4319,0.1956,37.7320,0,0,0,35.6816
-0.3495,2.5416,-0.0519,-0.2670,-0.0448,31.5587,0,0,0,26.6080
1.4085,-3.1111,-0.3488,-0.6510,-0.1951,32.1910,0,0,1,20.2488
0.9155,-0.5458,-0.1740,0.2605,0.1688,29.9882,0,0,0,28.5847
-2.2796,1.3197,0.3043,0.2412,0.1671,14.9908,0,0,0,6.0536
-0.7596,3.2391,-0.0375,0.5681,0.2659,24.7466,0,0,0,12.4050
1.1610,-2.1108,0.4124,0.4261,0.2001,40.9809,0,0,0,36.4917
-0.2877,-3.7448,0.1040,-0.6755,-0.2968,41.6632,0,0,0,26.8398
-0.8211,0.0076,0.1219,-0.3013,-0.1978,29.8694,0,0,0,25.0572
2.0427,3.9968,0.1188,-0.2265,-0.1168,37.9373,0,0,0,36.3892
2.6016,1.0692,-0.1864,0.3040,0.0797,15.9498,0,0,0,16.8746
-1.8654,-0.7988,-0.3714,0.3414,0.1585,8.5520,0,0,0,1.4182
3.8866,-3.8920,0.5035,-0.6259,-0.2460,19.7389,0,0,0,11.7370
-1.9953,-0.7332,0.1433,-0.4837,-0.1492,30.7495,0,0,0,22.5809
-0.6466,0.0951,0.2900,0.6731,0.1768,17.1693,0,0,0,12.1840
-1.3748,-1.9007,-0.3800,0.4444,0.2521,34.8955,0,0,0,28.0517
2.9867,-3.4412,0.2951,-0.1735,-0.0154,33.6420,0,1,0,27.4656
3.5606,2.0017,0.1687,-0.6783,-0.1846,22.9326,0,0,0,26.8236
1.0516,0.6223,0.1265,-0.0190,-0.0868,38.4820,0,0,0,36.3833
3.7450,2.9157,0.0391,0.6155,0.2945,15.1214,0,0,0,12.8277
0.7768,2.1842,0.2543,0.1754,0.0177,23.3148,0,0,1,16.7176
0.6041,2.2017,-0.0658,-0.2706,-0.1147,15.5433,0,0,0,14.5534
0.7012,3.8295,0.4375,-0.2390,-0.1728,7.7648,0,0,0,3.7612
1.9418,3.2499,0.2217,-0.1483,-0.0508,35.6193,0,0,0,32.7040
-1.1850,-3.5429,0.2983,0.2245,0.0384,12.1580,0,0,0,5.4623
2.6136,0.0514,-0.4933,-0.1282,0.0399,26.3120,0,0,0,25.4449
-1.1497,3.3672,-0.5430,0.0781,0.0884,28.1281,0,1,0,15.2655
-0.1188,-0.1260,-0.5344,0.2231,0.0954,22.9211,0,0,1,16.8811
1.5741,3.9343,-0.4067,0.0038,0.0405,12.5827,0,0,0,8.3172
3.2813,-0.1343,-0.1092,0.6944,0.2137,17.8584,1,0,0,20.4613
-2.3144,-1.0542,-0.0904,0.6241,0.1596,17.0724,0,0,0,11.3414
-0.6849,1.6337,-0.1771,0.2877,0.1118,15.3568,0,0,0,9.0769
2.5389,2.5125,0.0970,0.4990,0.2140,40.2787,1,1,0,32.1686
0.2337,-3.7014,-0.1811,-0.2243,-0.0249,15.8383,0,0,0,7.6462
2.2344,-0.8972,-0.0549,-0.6747,-0.2133,12.3382,0,0,0,11.9328
1.0499,-0.2809,-0.2008,-0.3506,-0.0429,15.7876,0,0,0,14.3088
-1.3032,-0.8547,-0.4522,0.1038,0.1344,16.1494,0,1,0,7.6034
1.9382,0.3561,-0.3023,-0.0250,0.0628,20.3302,0,0,0,20.0143
2.5831,-1.0256,0.1416,-0.3838,-0.1004,42.8884,0,1,0,40.0592
0.4846,3.9906,0.5595,-0.6734,-0.3086,18.4752,0,0,1,14.9853
2.8656,-3.0544,0.3189,-0.4613,-0.1864,6.2939,0,0,0,2.2865
3.4687,-2.2026,-0.2090,0.3436,0.1163,38.0828,0,0,0,40.2084
1.1213,-1.9543,0.0863,-0.0647,0.0318,31.8522,0,0,0,28.3565
-2.0287,-0.1631,0.0419,0.5906,0.2398,30.8169,0,0,0,24.7168
2.4619,2.8327,0.2492,0.6229,0.2300,15.3786,0,0,0,9.3571
1.0559,-1.0611,0.5705,-0.6515,-0.1817,27.1247,0,0,0,20.8750
0.1905,3.9015,0.0048,0.5439,0.1618,21.8906,0,0,1,10.2493
-1.1479,-1.3781,-0.5442,-0.3229,-0.1704,32.9170,0,0,0,22.3670
-2.7646,-1.1405,0.2282,-0.5859,-0.1203,34.3130,0,0,0,21.6978
-2.0682,-1.6478,-0.5408,-0.4445,-0.2197,35.1179,0,0,0,21.1547
1.0835,-1.8477,-0.4307,0.3335,0.0168,14.5635,0,0,0,13.0064
-2.7605,3.3544,-0.0984,0.5585,0.2224,8.7371,0,0,0,-5.5705
3.5823,-2.4841,-0.3433,0.6948,0.2767,41.8811,0,0,1,42.9016
-0.3078,1.8308,-0.5532,0.3902,0.2197,34.0544,0,0,1,22.7037
0.1535,2.3845,0.2143,-0.4300,-0.2407,13.1249,0,0,0,10.2336
0.4656,3.4204,0.4253,-0.6966,-0.3088,19.9672,1,0,1,14.9596
3.8127,-0.3449,0.1396,-0.1380,-0.0258,16.6036,0,0,0,21.3993
3.1738,-1.2359,-0.1903,-0.2904,-0.1746,10.4062,0,1,0,10.7497
-2.3386,-2.9757,-0.2205,-0.6880,-0.1557,22.3679,0,1,0,5.7949
1.9664,-3.4272,0.4576,-0.6282,-0.1801,42.7572,0,0,0,31.5837
-0.6656,-2.1055,-0.3992,0.2486,0.0269,10.6835,0,0,0,4.4282
3.1805,-3.7279,-0.3627,0.1636,0.1443,37.1175,0,0,0,34.5088
0.0166,2.7502,-0.5574,-0.0546,-0.0870,35.7940,0,0,0,26.3772
3.7236,-2.1296,-0.0710,-0.4156,-0.2214,37.5916,0,0,0,36.8352
3.0961,-1.4996,-0.3970,0.0995,0.0626,30.6681,0,0,1,29.3803
2.9710,0.5922,0.3612,-0.1053,-0.0743,23.6093,0,0,0,24.2216
1.7977,-1.6314,0.5618,0.3163,0.0251,29.6670,0,0,0,25.9266
3.1916,0.0150,0.3581,0.2806,0.0551,9.4992,0,0,0,12.2854
3.5553,-2.4020,-0.3910,0.3360,0.0753,19.6862,0,1,0,20.5684
1.5945,-1.9652,-0.4538,-0.1114,-0.1209,26.8426,0,0,0,22.9395
-2.4240,3.0349,0.3214,-0.6465,-0.1324,18.3429,0,0,0,11.4656
2.7061,1.8949,0.4612,-0.6556,-0.2390,23.4543,0,0,0,24.8759
-1.4856,0.6170,-0.4748,0.5125,0.1636,28.9462,0,0,0,20.0056
2.4182,-2.1499,0.5587,0.4648,0.1433,7.1702,0,0,0,8.3303
1.2760,-1.3422,0.4512,0.2740,0.1590,39.9406,0,1,0,34.8088
0.1704,-3.0708,-0.5930,0.4384,0.2082,24.1961,0,0,0,18.6050
3.7977,-0.8186,-0.0115,-0.0976,-0.0501,27.1881,0,1,0,29.4200
-2.6240,3.8875,-0.0511,0.0002,-0.0850,38.5966,0,0,1,24.9043
-1.1787,-1.6810,-0.1081,-0.6923,-0.2909,29.9994,0,0,1,19.5232
-1.0257,0.2415,0.0229,-0.0955,0.0598,13.1009,0,0,0,9.4295
-1.9625,-1.4590,-0.0463,0.1018,0.0458,22.7454,0,0,0,16.4901
2.6280,-1.0682,0.4213,-0.5389,-0.2729,30.8867,0,0,0,28.4822
-0.4905,0.9506,0.5927,0.3234,0.0359,24.8942,0,1,0,16.1585
-2.7038,-1.9563,-0.4399,0.4468,0.1271,40.8172,0,0,0,30.4553
3.9941,1.7571,-0.1030,-0.4635,-0.2435,39.7913,0,0,0,42.8571
-1.4220,-1.1450,-0.2732,0.0176,0.0808,25.1167,0,0,0,16.9415
-2.9992,1.0644,0.5662,0.5272,0.2540,25.8442,0,1,0,10.7810
2.9692,-2.7955,-0.5635,-0.1632,-0.0044,29.2767,0,0,0,24.2443
2.9109,-3.4969,0.2073,-0.3515,-0.0958,31.0467,0,0,0,26.2805
1.3321,-3.2150,-0.1468,-0.1021,0.0222,18.9120,0,0,0,14.6646
1.7773,1.1777,0.1711,-0.3967,-0.1524,7.8449,0,0,0,8.7904
-0.7269,-0.0105,-0.4883,-0.3335,-0.1801,40.6146,0,0,0,32.5658
0.9580,0.8983,-0.4971,0.6121,0.2177,33.6754,0,0,0,27.2509
3.2375,1.3368,0.0039,-0.5711,-0.1968,12.4937,0,0,0,17.7586
-0.4871,-3.2468,0.4460,0.2969,0.1038,9.5673,1,0,0,2.9549
-0.1593,-3.8014,-0.2433,-0.4759,-0.0706,7.6668,0,0,0,-2.9328
-0.8861,1.7852,-0.2455,-0.2075,-0.1040,29.9900,0,1,0,23.1255
0.6183,0.0332,0.4876,0.2506,0.1482,22.9082,0,0,0,19.0419
2.2470,1.2557,-0.1689,0.3374,0.2164,37.9177,0,0,1,34.1293
1.4499,1.7198,0.3083,-0.5054,-0.2250,29.1619,0,0,0,28.3303
-2.1268,-3.9677,-0.1568,-0.3384,-0.1513,39.2630,0,0,0,23.7799
-0.6929,-2.4974,-0.2788,-0.2772,-0.0114,29.5110,0,0,0,19.7844
-0.9857,1.2182,0.4665,-0.2779,-0.1272,35.4732,0,0,0,27.0015
1.7075,-2.2348,-0.5944,0.1341,0.0014,33.3302,0,0,0,27.7760
2.2343,2.0130,0.5831,0.1452,-0.0261,22.0195,0,0,0,18.0483
-1.0966,-2.0452,-0.4083,0.5491,0.2030,22.9538,0,1,0,16.0930
-1.9190,-1.1905,-0.3616,-0.4334,-0.0845,9.1395,0,0,1,-1.5715
-0.4981,-1.8959,-0.4210,-0.3216,-0.0667,25.3727,0,0,0,17.0151
-0.5176,-1.6615,0.0677,0.4273,0.2286,21.2694,1,0,1,15.6864
1.4117,-2.2419,-0.3687,0.5201,0.2691,20.0698,0,0,0,18.3355
-1.1467,2.2035,-0.0895,-0.6602,-0.2797,5.3383,0,0,0,2.6066
2.6425,2.6422,0.4582,-0.6916,-0.3062,37.7600,0,0,0,38.0787
-2.6639,-3.4350,0.1562,-0.3787,-0.1221,10.2306,1,0,0,-5.0887
3.8822,2.9674,0.0208,-0.4487,-0.1295,27.0091,0,0,0,32.2607
-0.6694,-2.6280,0.5393,-0.6669,-0.1346,35.3991,0,0,0,20.3473
1.2124,-2.7240,0.0001,-0.1963,0.0230,12.3770,0,0,0,8.6801
3.5703,2.5401,0.0655,0.4629,0.0690,40.5359,0,0,0,37.8705
3.9664,-1.8655,0.4142,-0.1270,-0.1294,38.3077,0,0,0,37.6805
2.5978,3.0684,0.1024,-0.3339,-0.0707,36.2994,0,0,0,36.4500
0.0375,1.3681,-0.5378,-0.0995,0.0547,24.5867,0,0,0,17.5765
0.4091,1.0854,0.3819,-0.5707,-0.2841,17.7282,0,1,0,13.2790
-2.4898,0.3099,0.5524,0.3133,0.0736,7.0926,0,0,1,-3.6067
0.9501,-2.7561,-0.0224,0.5953,0.1415,17.3188,0,0,0,18.5098
-1.1828,-3.9799,0.1412,-0.4525,-0.2053,11.2324,1,0,0,-3.1096
0.5656,-1.7591,0.4471,-0.5054,-0.2028,39.0177,0,0,1,29.4907
-1.0170,-1.4093,-0.5775,0.3887,0.1349,17.5977,0,0,0,11.0655
-2.1599,3.1845,0.1547,0.3155,0.1749,7.6744,0,0,0,-4.2210
3.9282,1.9130,-0.4683,0.2859,0.1404,15.7994,0,0,0,15.0129
1.2945,3.0949,-0.2317,0.0972,-0.0107,40.5586,0,0,0,34.8210
-2.9326,-2.6216,0.0800,-0.0989,-0.0795,28.2298,0,0,0,16.3863
3.8191,3.4171,0.4435,0.6352,0.3029,25.6781,0,0,1,17.1054
-2.6596,2.4968,-0.1941,0.2177,0.0043,13.8594,0,1,0,2.2669
-2.3935,-3.3519,-0.4785,0.0346,-0.0587,36.0627,0,0,0,21.9343
1.4309,-2.9147,-0.5692,-0.3434,-0.1609,31.0816,1,0,0,20.9183
2.0517,1.3532,0.3170,-0.0392,0.0633,12.5063,0,0,0,11.2037
-2.8590,0.7341,0.2377,-0.0981,-0.0916,38.9395,0,0,0,27.9538
-0.3979,0.2691,0.4634,0.6795,0.2533,39.6929,0,1,0,31.1128
-1.4890,-2.0959,-0.1288,0.3040,0.0394,20.8647,0,0,0,15.6835
3.8839,-1.9104,-0.1301,-0.1598,-0.1419,6.5663,0,0,1,7.9631
3.0233,1.3793,0.0545,0.1142,0.0120,12.1453,0,0,0,15.1490
-0.1221,2.0034,0.0629,0.4686,0.2294,34.7207,0,0,0,27.3625
1.0341,-2.4267,0.2464,0.5030,0.0964,9.2003,0,0,0,9.1656
0.3275,-2.4745,-0.5492,0.6374,0.2418,25.6507,0,0,0,22.7194
1.4413,0.3043,0.2814,0.2343,0.0895,13.8539,0,0,0,12.8067
2.8948,-0.3466,-0.2031,-0.3565,-0.0593,30.2248,0,0,0,30.7206
-2.6781,-1.7381,0.4365,-0.1979,-0.0699,13.3766,0,0,0,1.7825
-2.3735,-0.8959,0.1490,-0.2967,-0.1716,6.4543,0,1,0,-1.3616
-0.1877,0.6812,0.5294,0.1775,0.1009,5.7100,0,0,0,1.3870
1.0343,-3.9476,-0.2024,-0.5502,-0.1064,18.3659,0,0,0,7.6963
0.6743,-3.1070,-0.2210,-0.3139,-0.1701,22.2561,0,1,1,12.6676
-1.5883,3.4334,-0.1631,0.1553,0.1240,22.5118,0,0,0,11.7817
-0.4766,3.2889,-0.0371,-0.2643,-0.0511,8.1522,1,0,0,3.7840
-0.4519,-3.3101,0.4408,-0.6929,-0.2737,16.0248,0,0,0,1.7229
-1.6970,2.5381,0.2557,-0.2253,-0.0332,29.5922,0,0,0,21.1683
-2.9287,-0.5019,0.2535,0.2694,0.1856,28.3240,0,1,0,17.3231
-0.2180,-1.4764,0.2227,-0.3162,-0.1257,9.3866,1,0,0,2.6556
-1.6592,1.4092,0.3707,-0.1053,-0.0785,25.6425,0,0,0,16.4819
0.0834,-1.3097,-0.2903,0.5418,0.2495,40.2168,0,0,1,34.7385
1.5331,-1.8830,-0.4841,-0.2628,-0.0235,38.0862,0,0,0,31.8159
1.0976,-1.7322,-0.0560,0.2816,0.0543,17.6930,0,0,0,17.0433
-0.0896,0.1003,-0.0940,0.0126,0.0395,7.3234,1,0,0,4.2959
2.1831,3.0948,-0.2277,0.0517,0.1002,40.2228,0,0,0,35.6542
-0.1193,2.0728,-0.3410,0.6584,0.2253,10.9665,0,0,0,2.2178
-0.9111,-3.2916,0.3294,0.1898,0.0293,10.1318,0,0,0,4.0330
2.6934,-1.3350,0.5571,-0.1176,0.0333,31.5437,0,0,0,28.4427
2.2812,-2.9462,0.2449,0.6708,0.1351,29.9531,0,0,1,30.4249
-1.7528,0.0029,-0.3718,-0.6872,-0.3006,29.7718,0,0,0,22.4461
-2.4123,3.9359,0.4315,0.4215,0.1691,7.9796,0,0,1,-8.7597
-1.7134,3.7327,0.3194,-0.3405,-0.0770,11.3341,0,0,0,4.6236
2.8683,-0.8676,0.0636,-0.5338,-0.1662,16.8931,0,0,0,17.8097
1.1033,-1.6122,0.2325,-0.6782,-0.2838,33.9740,0,0,0,28.1262
3.0329,-0.0249,-0.1759,-0.3379,-0.1514,13.0406,0,0,0,15.6066
-1.1281,-1.4646,-0.5510,0.0909,0.1192,31.3116,0,0,0,21.8506
3.5480,2.7173,0.1003,0.5286,0.1229,38.6427,0,0,0,35.6173
3.2619,-0.1482,-0.0909,0.2949,0.1624,17.9747,1,0,0,20.0311
1.0516,-2.3230,0.1885,-0.4436,-0.0646,15.2318,0,0,1,8.5673
-0.7353,0.2502,0.2460,-0.5934,-0.1101,5.8425,0,0,1,1.2751
3.5716,3.8683,0.5331,-0.2107,-0.1460,34.8656,0,0,0,33.1604
1.5801,-2.8437,0.5479,0.4291,0.1934,32.5804,0,0,0,30.0039
1.3939,-2.8487,0.2064,-0.1207,-0.0172,18.8050,0,0,0,15.0503
-0.0030,0.4977,-0.3294,-0.2308,-0.0902,27.6201,0,0,1,21.3243
-0.3640,3.4196,-0.1682,-0.0236,0.0759,11.8013,0,0,0,5.2444
2.8772,0.1030,0.0616,-0.4922,-0.1080,35.2058,0,0,0,37.6473
-2.9337,0.3568,0.1288,0.6935,0.1762,8.4995,0,0,0,0.1734
0.2231,2.9999,-0.1731,0.3605,0.1350,31.6094,0,0,0,22.4621
2.5201,3.0233,0.5857,-0.0548,0.0676,39.7799,1,1,0,32.2438
-1.0137,1.8792,0.0998,-0.3228,-0.1815,36.6151,0,0,0,31.1774
-1.1803,3.6264,0.0538,-0.3653,-0.0676,41.6552,0,0,0,34.4602
-2.9243,-3.0193,-0.5549,-0.3103,-0.0113,9.9993,0,0,1,-6.6599
-2.4315,2.7352,-0.4708,0.2743,0.1634,32.5706,0,1,0,17.1933
-0.3392,-0.6430,0.4478,0.2295,0.0176,36.7408,0,0,0,30.9024
2.3070,-2.2637,-0.0329,-0.1504,-0.0232,11.1245,0,0,0,10.1242
-1.0716,-2.6107,-0.2362,-0.6109,-0.1643,20.8862,0,0,0,8.4918
1.7095,-3.4336,-0.3673,0.5496,0.2406,27.4649,0,0,1,25.0352
2.5891,2.4593,-0.0154,-0.5715,-0.2012,37.8389,0,0,1,39.0292
-2.8022,3.8963,0.3642,0.1034,0.0235,12.8452,0,0,0,-0.2360
3.9277,-0.1260,-0.1834,0.1166,0.0001,31.1190,1,0,0,32.1850
3.3821,-1.4110,-0.3450,-0.5160,-0.2351,22.7870,0,0,0,22.2961
-2.6585,-2.9562,0.3599,0.3162,0.0202,31.0580,0,0,0,20.6756
0.3231,-0.4803,-0.0512,-0.2461,-0.1538,16.9396,0,0,0,15.5377
2.8875,2.3137,-0.5236,0.6903,0.2945,31.7763,0,0,0,25.6611
0.6398,3.2408,-0.3123,-0.6541,-0.1851,37.6493,0,0,0,35.6151
-0.0596,-0.7755,-0.4513,-0.5364,-0.1715,22.9268,0,0,0,17.0877
-2.9450,2.2606,-0.1005,0.3684,0.0374,14.8634,1,0,0,1.4341
3.3786,0.7618,-0.2715,-0.0171,-0.1031,26.6456,0,0,0,27.8437
1.4094,2.7114,-0.1579,-0.4422,-0.1775,21.6446,0,0,0,21.0653
2.8687,3.0894,0.2428,-0.0939,0.0592,33.0210,0,0,0,31.3199
2.5466,3.0193,0.1916,-0.4307,-0.1108,36.3435,0,0,1,34.5880
-1.0992,-0.4664,-0.2599,0.2342,0.0387,11.4191,0,0,0,6.8837
1.1600,-3.0397,-0.1261,0.2368,0.0838,5.9520,0,0,0,4.8342
-2.4347,1.7885,-0.0790,-0.4967,-0.1718,33.5951,0,0,0,26.3144
-0.8391,-3.7672,0.4135,-0.1393,-0.1446,20.0745,0,1,0,8.4402
-0.7374,-1.9458,-0.4799,-0.1596,0.0172,30.5487,0,0,0,21.2921
3.5233,-1.6919,-0.4693,0.4550,0.2454,25.8233,1,0,0,25.7195
3.9277,-2.0948,0.2972,0.4408,0.1134,26.4768,0,0,0,28.9298
-0.0441,2.8631,0.2296,0.3299,0.2063,36.3112,0,1,0,25.9731
-1.1100,-2.4904,-0.0140,0.4336,0.1777,5.7671,0,1,0,1.9330
